login,repo,path,status,depth,jvm_fit,category,lines,notes,reasoning,first_seen,last_seen
jabrena,cursor-rules-examples,.agents/skills/020-planning-enhance-ai-plan-mode/SKILL.md,needs_review,1,low,workflow,40,Enhanced planning with AI plan mode,"Member of cursor-rules-examples bundle (0 stars, appears to be workshop variant). Enhanced planning with AI plan mode. Numbered workflow skill in examples repo; if this duplicates canonical guidance from cursor-rules-java, should be promoted only once per rule 2's extension. Workflow content without JVM specificity suggests needs_review. Recommend comparison with cursor-rules-java canonical versions.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/030-architecture-adr-general/SKILL.md,needs_review,1,low,workflow,40,General ADR (Architecture Decision Record) patterns,"Member of cursor-rules-examples bundle (0 stars, appears to be workshop variant). General ADR (Architecture Decision Record) patterns. Numbered workflow skill in examples repo; if this duplicates canonical guidance from cursor-rules-java, should be promoted only once per rule 2's extension. Workflow content without JVM specificity suggests needs_review. Recommend comparison with cursor-rules-java canonical versions.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/031-architecture-adr-functional-requirements/SKILL.md,needs_review,2,high,language,41,,"Real Java/JVM skill with concrete guidance (41 lines) on 031-architecture-adr-functional-requirements. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/032-architecture-adr-non-functional-requirements/SKILL.md,needs_review,2,high,language,42,,"Real Java/JVM skill with concrete guidance (42 lines) on 032-architecture-adr-non-functional-requirements. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/033-architecture-diagrams/SKILL.md,needs_review,2,high,language,44,,"Real Java/JVM skill with concrete guidance (44 lines) on 033-architecture-diagrams. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/110-java-maven-best-practices/SKILL.md,needs_review,2,high,tool,46,,"Real Java/JVM skill with concrete guidance (46 lines) on 110-java-maven-best-practices. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-28
jabrena,cursor-rules-examples,.agents/skills/111-java-maven-dependencies/SKILL.md,needs_review,2,high,language,38,,"Real Java/JVM skill with concrete guidance (38 lines) on 111-java-maven-dependencies. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/112-java-maven-plugins/SKILL.md,needs_review,2,high,language,55,,"Real Java/JVM skill with concrete guidance (55 lines) on 112-java-maven-plugins. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/113-java-maven-documentation/SKILL.md,needs_review,2,high,language,40,,"Real Java/JVM skill with concrete guidance (40 lines) on 113-java-maven-documentation. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/121-java-object-oriented-design/SKILL.md,needs_review,2,high,language,47,,"Real Java/JVM skill with concrete guidance (47 lines) on 121-java-object-oriented-design. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/122-java-type-design/SKILL.md,needs_review,2,high,language,50,,"Real Java/JVM skill with concrete guidance (50 lines) on 122-java-type-design. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/123-java-exception-handling/SKILL.md,needs_review,2,high,language,51,,"Real Java/JVM skill with concrete guidance (51 lines) on 123-java-exception-handling. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/124-java-secure-coding/SKILL.md,needs_review,2,high,language,41,,"Real Java/JVM skill with concrete guidance (41 lines) on 124-java-secure-coding. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/125-java-concurrency/SKILL.md,needs_review,2,high,language,48,,"Real Java/JVM skill with concrete guidance (48 lines) on 125-java-concurrency. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/128-java-generics/SKILL.md,needs_review,2,high,language,46,,"Real Java/JVM skill with concrete guidance (46 lines) on 128-java-generics. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/130-java-testing-strategies/SKILL.md,needs_review,2,high,language,38,,"Real Java/JVM skill with concrete guidance (38 lines) on 130-java-testing-strategies. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/131-java-testing-unit-testing/SKILL.md,needs_review,2,high,language,45,,"Real Java/JVM skill with concrete guidance (45 lines) on 131-java-testing-unit-testing. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/132-java-testing-integration-testing/SKILL.md,needs_review,2,high,language,45,,"Real Java/JVM skill with concrete guidance (45 lines) on 132-java-testing-integration-testing. Part of numbered SKILL.md collection in cursor-rules-examples (teaching repo, 0 stars). Per Rule 2 evaluation guidance, teaching/workshop variants should be marked needs_review when canonical versions exist in dedicated repos (cursor-rules-java, 410 stars). The skill content is reusable and substantial (Depth 2+), but secondary location in example repo suggests marking for expert review before promoting as found.",2026-06-27,2026-06-28
